CTY_NM,ADMI_NM,RSPOP_CNT,노령층인구,노령층비율,장애인인구,장애인비율,차상위인구,차상위비율,ADM_CD
성북구,안암동,2164367,385227,0.17798598851303868,587.0,0.00027121093603811185,119,5.4981433370588257e-05,11080600
성북구,월곡1동,3812718,802047,0.21036095509817407,597.0,0.00015658121056946777,252,6.609458134590599e-05,11080710
성북구,월곡1동,3812718,802047,0.21036095509817407,597.0,0.00015658121056946777,252,6.609458134590599e-05,24050590
성북구,월곡2동,2806588,615753,0.21939557925851602,1174.0,0.0004183015105886578,366,0.00013040745560089333,11080720
성북구,월곡2동,2806588,615753,0.21939557925851602,1174.0,0.0004183015105886578,366,0.00013040745560089333,24050600
성북구,장위1동,3177547,710805,0.22369614045047956,931.0,0.0002929933058425257,140,4.405914373571815e-05,11080760
성북구,장위2동,2472648,618811,0.2502624716498264,1086.0,0.0004392052568744116,402,0.00016257874149494794,11080770
성북구,장위3동,2146480,457240,0.21301852334985652,714.0,0.00033263762066266633,131,6.103015169020909e-05,11080780
성북구,정릉1동,2601310,532393,0.20466341958474768,720.0,0.0002767836205604099,1,3.844216952227916e-07,11080620
성북구,정릉2동,3276656,753159,0.2298559873236617,663.0,0.0002023404348823923,207,6.317416292708175e-05,11080630
성북구,정릉3동,2244420,565700,0.25204729952504434,982.0,0.00043752951764821203,116,5.1683731208953764e-05,11080640
성북구,정릉4동,3672764,813287,0.221437315329817,748.0,0.00020366132972333642,317,8.631101807793804e-05,11080650
성북구,종암동,5637832,1131925,0.2007730985953466,1047.0,0.00018570968414809096,97,1.7205195188505084e-05,11080840
송파구,가락1동,1652479,299111,0.1810074439675179,1608.0,0.0009730834703496989,320,0.00019364845181088535,11240660
송파구,가락2동,4698433,735777,0.15660050914847568,512.0,0.00010897250210868177,197,4.192887288166076e-05,11240670
송파구,가락본동,3827020,661044,0.17273074088977847,925.0,0.0002417024212050107,243,6.349587930034335e-05,11240650
송파구,거여1동,1927871,393893,0.20431501900282747,745.0,0.0003864366443605407,339,0.00017584164085667557,11240530
송파구,거여2동,3051033,633879,0.20775881480141317,626.0,0.00020517641074350884,356,0.00011668179269119672,11240540
송파구,마천1동,2973217,709703,0.2386986889957914,926.0,0.00031144716312331056,158,5.314109262795148e-05,11240550
송파구,마천2동,2825538,678016,0.2399599651464606,1258.0,0.0004452249447715798,162,5.7334213873605665e-05,11240560
송파구,문정1동,2936566,532746,0.18141802363713264,1210.0,0.0004120459066814776,377,0.00012838124530489015,11240680
송파구,문정2동,3277083,624590,0.1905932806706452,601.0,0.00018339480568542208,301,9.184997755625964e-05,11240690
송파구,방이1동,2247255,376628,0.16759468774126657,518.0,0.00023050343641464808,163,7.253293462468657e-05,11240570
송파구,방이2동,3516016,604400,0.17189910398587493,440.0,0.00012514163758071636,216,6.143316753962439e-05,11240580
송파구,삼전동,4511628,707762,0.15687507923968907,785.0,0.00017399484177330223,117,2.5932989156020844e-05,11240640
송파구,석촌동,4635115,794623,0.1714354444280239,938.0,0.00020236822603106935,209,4.509057488325532e-05,11240630
송파구,송파1동,3550024,612768,0.17260953728763523,1039.0,0.0002926740776963761,267,7.521075913852977e-05,11240610
송파구,송파2동,2905408,518134,0.17833433376654845,691.0,0.00023783234574971913,415,0.0001428370817454898,11240620
송파구,오금동,5272701,1035533,0.19639516824489006,509.0,9.653496376904361e-05,723,0.0001371213728978753,11240600
송파구,오금동,5272701,1035533,0.19639516824489006,509.0,9.653496376904361e-05,723,0.0001371213728978753,31160580
송파구,오륜동,2651535,456244,0.17206787766331577,1439.0,0.0005427045088976763,261,9.843354886886275e-05,11240590
송파구,위례동,2665050,298407,0.11197050711994147,296.0,0.00011106733457158402,228,8.555186581865255e-05,11240820
송파구,위례동,2665050,298407,0.11197050711994147,296.0,0.00011106733457158402,228,8.555186581865255e-05,31021680
송파구,위례동,2665050,298407,0.11197050711994147,296.0,0.00011106733457158402,228,8.555186581865255e-05,31180650
송파구,잠실2동,5004685,602130,0.12031326646931825,749.0,0.00014965976879663756,420,8.392136568035751e-05,11240790
송파구,잠실3동,4963546,951088,0.19161462389992961,582.0,0.00011725488189290478,332,6.6887664584956e-05,11240800
송파구,잠실4동,3777110,613924,0.16253802510384924,706.0,0.00018691539298564246,975,0.0002581338642507102,11240750
송파구,잠실6동,2378282,476277,0.20026094466509858,433.0,0.00018206419591957555,445,0.00018710985492889406,11240770
송파구,잠실7동,1407338,344707,0.24493547392310874,372.0,0.0002643288250583726,255,0.00018119314620936833,11240780
송파구,잠실본동,4030051,661717,0.16419568883867722,210.0,5.2108521703571494e-05,191,4.739394116848645e-05,11240710
송파구,장지동,4855270,802198,0.16522211947018395,826.0,0.00017012442150488027,458,9.433049037437671e-05,11240810
송파구,풍납1동,2216243,517590,0.23354388485378183,1426.0,0.0006434312482882067,488,0.00022019246084477198,11240510
송파구,풍납2동,3595191,647009,0.17996512563588415,692.0,0.00019247934254397055,459,0.0001276705465717955,11240520
양천구,목1동,4413947,561617,0.1272369151691219,826.0,0.00018713410016024207,606,0.00013729208801102505,11150510
양천구,목2동,4262013,728379,0.17090022953942186,678.0,0.00015907975879003654,64,1.5016378410858907e-05,11150520
양천구,목3동,3076224,581121,0.18890724472600176,1058.0,0.0003439281404735156,267,8.679471976032955e-05,11150530
양천구,목4동,3732127,560994,0.15031482047636643,891.0,0.0002387378564555815,236,6.323471843267927e-05,11150540
양천구,목5동,5968713,781899,0.13099959740064568,882.0,0.00014777054953052693,278,4.6576204954066315e-05,11150710
양천구,신월1동,3094564,705535,0.22799173001430897,731.0,0.00023622067599829896,356,0.00011504043865307035,11150570
양천구,신월2동,3008457,655861,0.21800577505345764,1247.0,0.0004144981962514339,702,0.0002333422083147607,11150580
양천구,신월3동,2317317,516041,0.22268899766410896,1013.0,0.00043714347238638475,610,0.0002632354572119395,11150590
양천구,신월4동,2613061,538264,0.20598983337932028,967.0,0.00037006407427916916,163,6.237894943899129e-05,11150600
양천구,신월5동,2152793,417866,0.19410412427019225,890.0,0.00041341643158445795,46,2.1367590845938277e-05,11150610
양천구,신월6동,1500212,299216,0.1994491445209077,732.0,0.00048793103907981007,168,0.00011198417290356296,11150620
양천구,신월7동,3099679,721623,0.23280571955999316,251.0,8.097612688281593e-05,336,0.00010839832124552252,11150630
양천구,신정1동,2799401,445400,0.1591054657764286,1171.0,0.00041830377284283316,507,0.000181110173212055,11150640
양천구,신정1동,2799401,445400,0.1591054657764286,1171.0,0.00041830377284283316,507,0.000181110173212055,26020510
양천구,신정2동,2888016,460709,0.15952439321665807,567.0,0.00019632855219638671,355,0.00012292175666616805,11150650
양천구,신정2동,2888016,460709,0.15952439321665807,567.0,0.00019632855219638671,355,0.00012292175666616805,26020520
양천구,신정3동,7151784,1262298,0.1765011359403472,737.0,0.00010305121071889196,238,3.327840997435046e-05,11150660
양천구,신정3동,7151784,1262298,0.1765011359403472,737.0,0.00010305121071889196,238,3.327840997435046e-05,26020530
양천구,신정4동,4821294,1003899,0.20822190059349213,1645.0,0.0003411947083085993,114,2.3645104405580743e-05,11150720
양천구,신정4동,4821294,1003899,0.20822190059349213,1645.0,0.0003411947083085993,114,2.3645104405580743e-05,26020540
양천구,신정6동,3533546,477787,0.13521459746102074,464.0,0.0001313128511699013,800,0.00022640146753431255,11150690
양천구,신정7동,4250908,832312,0.19579628634635235,1413.0,0.00033239957204437263,7,1.646707009420105e-06,11150700
영등포구,당산1동,2841222,593445,0.20886963426300373,2119.0,0.0007458058539600214,562,0.00019780221327302125,11190550
영등포구,당산2동,4901743,814606,0.16618700735636283,805.0,0.0001642272962903196,33,6.732299102584529e-06,11190560
영등포구,대림1동,2028282,504603,0.24878345318846196,924.0,0.00045555795495892584,31,1.5283870783254005e-05,11190700
영등포구,대림2동,1932516,496437,0.25688635954372435,751.0,0.00038861256517410466,35,1.811110490158943e-05,11190710
영등포구,대림3동,3470795,751603,0.21655067498944766,711.0,0.00020485220244929476,43,1.2389092412545253e-05,11190720
영등포구,도림동,2594587,553315,0.2132574471389859,1156.0,0.0004455429708080708,12,4.625013537800043e-06,11190750
영등포구,문래동,4407422,804811,0.18260357188397208,921.0,0.00020896569468501088,353,8.00921717956665e-05,11190760
영등포구,신길1동,2600972,597412,0.22968797818661638,934.0,0.0003590965223770191,656,0.0002522134032969213,11190630
영등포구,신길3동,2256833,517621,0.229357245307916,826.0,0.0003659996109592513,156,6.912341320780049e-05,11190650
영등포구,신길4동,1538255,375945,0.244397060305346,861.0,0.0005597251431004612,177,0.00011506544753633175,11190660
영등포구,신길5동,1746652,414235,0.23715943416318763,532.0,0.00030458271023649816,165,9.44664420846282e-05,11190670
영등포구,신길6동,2783431,601354,0.21604774826464174,527.0,0.00018933467364558345,566,0.00020334615803301753,11190680
영등포구,신길7동,2302036,382361,0.1660968811956025,759.0,0.0003297081366234064,497,0.00021589584176789588,11190690
영등포구,양평1동,2387682,427482,0.17903640434530227,477.0,0.00019977534696831488,573,0.0002399817061065921,11190610
영등포구,양평2동,3056025,460352,0.15063751114601484,715.0,0.00023396405461342758,37,1.2107230798177371e-05,11190620
영등포구,여의동,4605808,1031932,0.22405015580328141,615.0,0.0001335270597471714,807,0.00017521355644872734,11190540
영등포구,여의동,4605808,1031932,0.22405015580328141,615.0,0.0001335270597471714,807,0.00017521355644872734,35012710
영등포구,영등포동,3210353,614163,0.19130699957294417,755.0,0.0002351766301089008,518,0.00016135297271047764,11190740
영등포구,영등포본동,3153765,695765,0.22061409141137656,1067.0,0.0003383257788706514,756,0.0002397134853104147,11190730
용산구,남영동,1069659,295191,0.2759673877375874,1074.0,0.0010040583026927274,251,0.00023465422157902658,11030530
용산구,보광동,2117455,500728,0.23647633597880474,572.0,0.00027013561091026727,422,0.00019929585280442795,11030700
용산구,서빙고동,1859564,371935,0.20001193828230704,599.0,0.0003221185181042438,135,7.259766267791806e-05,11030690
용산구,용문동,1723754,366598,0.21267419829047532,393.0,0.00022799076898443745,766,0.00044437895430554474,11030590
용산구,용문동,1723754,366598,0.21267419829047532,393.0,0.00022799076898443745,766,0.00044437895430554474,25030560
용산구,용산2가동,1527172,376337,0.2464273834250497,489.0,0.00032019968936046494,149,9.756595851678789e-05,11030520
용산구,원효로1동,1998036,345877,0.17310849253967395,490.0,0.00024524082649161476,344,0.0001721690700267663,11030720
용산구,원효로2동,2048960,422465,0.2061850890207715,466.0,0.00022743245353740434,1142,0.0005573559269092613,11030570
용산구,이촌1동,3735169,741896,0.19862447990974438,468.0,0.00012529553548982657,783,0.00020962906899259446,11030630
용산구,이촌2동,1268090,322848,0.2545939168355558,530.0,0.00041795140723450226,63,4.968101633164838e-05,11030640
용산구,이태원1동,1004703,272055,0.2707815145371319,378.0,0.00037623058754676755,588,0.0005852475806283051,11030650
용산구,이태원2동,1342933,337160,0.2510624133892011,236.0,0.00017573475370699805,208,0.00015488486767396438,11030660
용산구,청파동,2872385,593150,0.20650086948650687,323.0,0.00011245010679278717,140,4.873998436839073e-05,11030710
용산구,한강로동,2356131,547463,0.2323567747294187,822.0,0.0003488770361240525,244,0.00010355960683001072,11030730
용산구,한남동,2929269,656170,0.2240046919555698,496.0,0.00016932552114537792,220,7.51040617983531e-05,11030740
용산구,효창동,1408221,274940,0.1952392415679073,639.0,0.00045376400437147297,367,0.0002606125032931621,11030580
용산구,후암동,2528342,548252,0.21684249994660532,345.0,0.000136453058961169,305,0.00012063241444393203,11030510
은평구,갈현1동,3345027,758680,0.22680833368460104,779.0,0.00023288302306677944,113,3.378149115089355e-05,11120550
은평구,갈현2동,4024282,821346,0.20409752596860756,1101.0,0.0002735891769016187,349,8.672354472176652e-05,11120560
은평구,구산동,4580333,1041265,0.22733390781849266,1229.0,0.00026832110241766264,340,7.423041075834442e-05,11120570
은평구,녹번동,4681845,1091927,0.23322579026003637,2294.0,0.0004899777758554587,249,5.3184161372279516e-05,11120510
은평구,대조동,4210784,933180,0.221616687058752,1645.0,0.00039066359138820704,264,6.269616299482472e-05,11120580
은평구,불광1동,5645230,1279807,0.22670590923664757,1234.0,0.00021859162514193398,227,4.021093914685495e-05,11120520
은평구,불광2동,3996080,993116,0.24852255210105903,1705.0,0.00042666813477207664,128,3.203139076294769e-05,11120720
은평구,수색동,2032685,486526,0.2393513997495923,1482.0,0.0007290849295390088,149,7.330206106701235e-05,11120680
은평구,신사1동,3828323,821183,0.21450201563452195,484.0,0.0001264261139929938,114,2.9778051642977877e-05,11120650
은평구,신사2동,2983208,655841,0.21984420798013413,1227.0,0.0004113021954888831,72,2.4135092155826883e-05,11120660
은평구,역촌동,6621728,1393566,0.21045352512214335,1002.0,0.00015132001797718057,187,2.824036263645985e-05,11120740
은평구,응암1동,4114697,830495,0.20183624699461467,2169.0,0.0005271348048228096,245,5.954265891267328e-05,11120590
은평구,응암2동,3354782,636839,0.18983021847619308,1146.0,0.00034160192823259455,67,1.997149144117263e-05,11120600
은평구,응암3동,3602779,918954,0.25506810159601795,896.0,0.00024869690869187366,361,0.00010020042861357857,11120730
은평구,증산동,2507532,583136,0.23255376202576877,1327.0,0.0005292056093401799,93,3.708826048879935e-05,11120670
은평구,진관동,7400987,1322566,0.17870130024549427,719.0,9.714920455879737e-05,136,1.837592742697697e-05,11120710
종로구,가회동,639919,163337,0.2552463671183384,1957.0,0.003058199553380975,256,0.00040005063140803756,11010600
종로구,교남동,1122560,244536,0.21783779931584948,179.0,0.00015945695553021665,90,8.01738882554162e-05,11010580
종로구,무악동,1154550,244840,0.21206530682950067,337.0,0.0002918886146117535,56,4.850374604824391e-05,11010570
종로구,부암동,1427008,330542,0.23163289904471454,316.0,0.00022144234650401398,59,4.13452482396735e-05,11010550
종로구,사직동,1317129,319722,0.24274159934220566,295.0,0.00022397198755778666,64,4.85905328938927e-05,11010530
종로구,사직동,1317129,319722,0.24274159934220566,295.0,0.00022397198755778666,64,4.85905328938927e-05,24030540
종로구,삼청동,394764,115407,0.29234428671307416,112.0,0.0002837138138229423,108,0.0002735811776149801,11010540
종로구,숭인1동,903327,208828,0.23117652854392706,286.0,0.00031660738580824,351,0.0003885636098555673,11010700
종로구,숭인2동,1311765,308043,0.23483093389440943,443.0,0.00033771292876391733,90,6.860985008747756e-05,11010710
종로구,이화동,1133006,240395,0.21217451628676282,340.0,0.00030008667209176297,140,0.00012356510027307886,11010640
종로구,창신1동,778810,224865,0.28872895828250794,320.0,0.0004108832706308342,668,0.0008577188274418665,11010670
종로구,창신2동,1284172,317225,0.24702687801945533,488.0,0.0003800114003420103,761,0.0005925997452054709,11010680
종로구,창신3동,1022304,222238,0.21738934798259618,336.0,0.000328669358625223,796,0.0007786333615049926,11010690
종로구,청운효자동,1843182,389046,0.2110730248016745,480.0,0.0002604192098230126,548,0.00029731193121460605,11010720
종로구,평창동,2595131,591888,0.22807634759093087,538.0,0.00020731130721339308,618,0.00023813826739382327,11010560
종로구,혜화동,2327761,453935,0.19500928145114554,576.0,0.00024744808423201524,663,0.0002848230552878925,11010730
중구,광희동,712404,207400,0.29112694482344287,244.0,0.0003425022880275799,894,0.0012549059241666245,11020590
중구,다산동,1754573,412904,0.2353301914482897,652.0,0.00037160038368309553,150,8.549088581666309e-05,11020700
중구,동화동,1307870,285712,0.21845596274859122,440.0,0.0003364248740318227,508,0.00038841780910946807,11020730
중구,명동,414696,128418,0.3096678048498177,128.0,0.00030865983756776046,523,0.0012611648050620213,11020550
중구,소공동,241996,42925,0.1773789649415693,32.0,0.00013223359063786177,1144,0.004727350865303559,11020520
중구,신당5동,1389144,302076,0.21745477790639414,203.0,0.00014613315826149053,726,0.0005226240044228676,11020650
중구,신당동,903038,213278,0.23617832250691553,623.0,0.0006898934485591969,185,0.00020486402565562026,11020690
중구,신당동,903038,213278,0.23617832250691553,623.0,0.0006898934485591969,185,0.00020486402565562026,22070610
중구,약수동,2111435,560833,0.26561698560457697,165.0,7.814590550975995e-05,104,4.925560104857597e-05,11020710
중구,을지로동,249866,87934,0.35192463160253895,510.0,0.0020410940263981495,121,0.00048425956312583547,11020600
중구,장충동,686292,143458,0.20903347263264033,337.0,0.0004910446282340461,61,8.888344902752764e-05,11020580
중구,중림동,1506012,343482,0.22807387988940328,1743.0,0.001157361295925929,27,1.7928143998852598e-05,11020680
중구,청구동,1723610,412278,0.23919448135018942,981.0,0.0005691542750390169,112,6.497989684441376e-05,11020720
중구,필동,577589,151977,0.26312308579283883,1738.0,0.0030090600755900824,183,0.0003168342887416485,11020570
중구,황학동,1702608,352474,0.2070200539407779,1277.0,0.0007500258427071881,197,0.00011570484809186848,11020670
중구,회현동,739234,249907,0.3380621021219262,1277.0,0.001727463834185116,99,0.00013392241157738957,11020540
중구,회현동,739234,249907,0.3380621021219262,1277.0,0.001727463834185116,99,0.00013392241157738957,38070520
중랑구,망우3동,2468559,567543,0.2299086228038301,1268.0,0.0005136599935427915,157,6.359985724465163e-05,11070680
중랑구,망우본동,4507171,1040612,0.2308791922915727,522.0,0.00011581544165952434,103,2.2852472204848673e-05,11070730
중랑구,면목2동,3618208,771264,0.21316187460754052,1043.0,0.00028826424572606107,233,6.439651893976244e-05,11070520
중랑구,면목4동,2853534,644491,0.2258571301410812,905.0,0.0003171505929139096,167,5.852392156532917e-05,11070540
중랑구,면목5동,1717063,360480,0.2099398798995727,1400.0,0.0008153457386246165,144,8.386413311567485e-05,11070550
중랑구,면목7동,3188176,734222,0.23029531619333438,854.0,0.00026786476028926886,253,7.935571938312063e-05,11070570
중랑구,면목본동,4860800,1039133,0.21377818466096116,1949.0,0.00040096280447662934,56,1.152073732718894e-05,11070710
중랑구,묵1동,4842474,981067,0.20259623489976405,1471.0,0.0003037703454886903,274,5.658264763011634e-05,11070640
중랑구,묵2동,2689274,598021,0.22237265522219007,879.0,0.00032685401338799987,102,3.792845206550169e-05,11070650
중랑구,상봉1동,3481382,656432,0.18855500488024585,1593.0,0.00045757690480389686,32,9.191752011126616e-06,11070590
중랑구,상봉2동,2604519,530736,0.2037750540502872,,0.00038177213682943375,7,2.6876363735492043e-06,11070600
중랑구,신내1동,5327212,1090432,0.2046909340195209,,0.00038177213682943375,235,4.4113130845928415e-05,11070690
중랑구,신내2동,3135786,668345,0.2131347611093359,,0.00038177213682943375,155,4.9429393459885336e-05,11070700
중랑구,중화1동,2842260,604052,0.21252524399597503,,0.00038177213682943375,474,0.00016676869814865634,11070610
중랑구,중화2동,3815888,904899,0.23713982171384484,,0.00038177213682943375,34,8.910114762278139e-06,11070620
